,listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough
1320,992598,420,"Manhattan, East Village","Village Life, 2-Bedroom, East Village",private room,Sascha,May 29 2019,Manhattan
1321,993040,97,"Manhattan, Harlem",YOUR HARLEM HOME AWAY FROM HOME!!!,entire home/apt,Barbara,June 14 2019,Manhattan
1322,993514,191,"Manhattan, Upper West Side",Luxury Furnished 1 BR UWS Apt w W/D & Deck,entire home/apt,Izi,June 03 2019,Manhattan
1323,993575,187,"Manhattan, Upper West Side",1 BR Large Luxury Furnished Apartment UWS,entire home/apt,Izi,June 15 2019,Manhattan
1324,995169,950,"Manhattan, West Village",West Village Gem - Amazing Location,entire home/apt,Ricky,July 03 2019,Manhattan
1325,995187,275,"Brooklyn, Fort Greene","BIG & SUNNY, 1 STOP FROM MANHATTAN",entire home/apt,Charlotta,May 21 2019,Brooklyn
1326,997404,145,"Brooklyn, Bedford-Stuyvesant",Charming Apt. In Brooklyn Townhouse,entire home/apt,Darnell And Allison,July 04 2019,Brooklyn
1327,998423,75,"Queens, Astoria",Great space minutes from Manhattan!,private room,Casey,April 25 2019,Queens
1328,998887,130,"Manhattan, SoHo",Sunny studio apt in heart of SoHo,entire home/apt,Mischa,June 02 2019,Manhattan
1329,999248,575,"Manhattan, Tribeca",TriBeCa 2500 Sq Ft w/ Priv Elevator,entire home/apt,Jon,July 01 2019,Manhattan
1330,999984,300,"Manhattan, West Village",Greenwich Village Townhouse Apt,entire home/apt,Linda,July 01 2019,Manhattan
1331,1001147,50,"Brooklyn, Bushwick",Big Room with Bath in Bushwick!,private room,Kate,June 19 2019,Brooklyn
1332,1001447,56,"Manhattan, East Harlem",Comfy twin bed/Cosy apartment/East Harlem / Subway,shared room,Pete & Marcos,June 24 2019,Manhattan
1333,1002469,191,"Manhattan, Upper East Side",Comfortable Apt near Bloomingdales,entire home/apt,Ellen,May 28 2019,Manhattan
1334,1003754,195,"Brooklyn, South Slope",Chic  Park Slope Pied-à-terre,entire home/apt,Finola,June 26 2019,Brooklyn
1335,1005416,75,"Manhattan, Harlem",South Harlem Gem! 113th St & 8th Ave,shared room,Michael,June 02 2019,Manhattan
1336,1009883,350,"Brooklyn, Carroll Gardens","Modern, Carroll Garden Townhouse",entire home/apt,Jana,May 27 2019,Brooklyn
1337,1010785,130,"Queens, Astoria",Astoria awesome balcony apartment PARKING AVAILABL,entire home/apt,Ahmed,July 06 2019,Queens
1338,1011449,225,"Brooklyn, Prospect-Lefferts Gardens",Spacious and EASY access to all!,entire home/apt,Nate,May 05 2019,Brooklyn
1339,1016004,38,"Queens, Astoria",Clean and Cute Shared Room in Very Safe Area,shared room,Lou,June 23 2019,Queens
1340,1018529,249,"Brooklyn, Greenpoint",Large 2 BDRM @ McCarren Park!!,entire home/apt,Pete,May 31 2019,Brooklyn
1341,1021491,85,"Brooklyn, Crown Heights",Whole Apt: Artsy home by BK Museum,entire home/apt,Sabrina,April 27 2019,Brooklyn
1342,1023181,50,"Brooklyn, Prospect Heights","LOCATION/garden!(FEMALE only, next to girl's room)",private room,Mitty,June 22 2019,Brooklyn
1343,1023529,52,"Manhattan, Harlem",Convenient and private,private room,Sarah,June 05 2019,Manhattan
1344,1025001,75,"Queens, Glendale",Private Entrance Charming Bedroom,private room,Livia,June 25 2019,Queens
1345,1025786,69,"Queens, Long Island City",Fantastic 1br in Astoria/LIC,private room,Atlanta,July 05 2019,Queens
1346,1027808,499,"Manhattan, East Village",East Village Loft - 1300 sq/ft home - 2 Bedrooms!,entire home/apt,East Village Loft,June 08 2019,Manhattan
1347,1028263,60,"Manhattan, East Village",Spacious Room/Great Location,private room,Claudia,June 26 2019,Manhattan
1348,1029482,95,"Manhattan, East Village",Private Room w TV in East Village,private room,Kelly,June 10 2019,Manhattan
1349,1029808,105,"Brooklyn, Bedford-Stuyvesant",Spacious 1bd Near Trendy Neighborhoods And City,entire home/apt,Hayley,May 30 2019,Brooklyn
1350,1030254,55,"Brooklyn, Bushwick",Large room in Beautiful communal house,private room,Kyla,June 05 2019,Brooklyn
1351,1030392,289,"Brooklyn, Williamsburg","BIG, COMFY, 4BR DUPLEX, GARDEN APT, Williamsburg",entire home/apt,M,June 05 2019,Brooklyn
1352,1032611,125,"Brooklyn, Prospect-Lefferts Gardens","Private 1 bdrm Lefferts Gr, BK apt",entire home/apt,Rachael,June 10 2019,Brooklyn
1353,1034911,150,"Brooklyn, Bedford-Stuyvesant","Entire Spaceous, Sunny, Loft in Clinton Hill",entire home/apt,Christine,May 01 2019,Brooklyn
1354,1036498,46,"Queens, Astoria",☆☆New Discount☆☆ 10min to Manhattan,private room,Daniel,May 23 2019,Queens
1355,1036734,100,"Manhattan, Upper East Side",Apartment in the heart of Upper East Side,entire home/apt,Mary,July 01 2019,Manhattan
1356,1039983,1000,"Manhattan, Tribeca",Tribeca Loft w/ Private Elevator,entire home/apt,Jon,June 22 2019,Manhattan
1357,1040156,499,"Manhattan, Chelsea",2 floor Luxury Loft in the best location!,entire home/apt,S,June 14 2019,Manhattan
1358,1041996,45,"Manhattan, Harlem",Small room with private bath in New York,private room,Colin,June 16 2019,Manhattan
1359,1042416,70,"Brooklyn, Bedford-Stuyvesant",Sunny Brownstone  Attic,entire home/apt,Elizabeth,July 06 2019,Brooklyn
1360,1042806,59,"Queens, Flushing",My Other Little Guestroom,private room,Linda,June 11 2019,Queens
1361,1044502,195,"Manhattan, Harlem",HELLO HARLEM,entire home/apt,Obora & Michael,June 22 2019,Manhattan
1362,1044731,96,"Brooklyn, Flatbush",Dear Potential Airbnb Guests.,private room,Nigel,May 19 2019,Brooklyn
1363,1045491,75,"Brooklyn, Williamsburg",Prime Williamsburg. Brand new,private room,Daniel,June 09 2019,Brooklyn
1364,1045897,195,"Brooklyn, Williamsburg","HISTORIC WILLIAMSBURG, BKLYN",entire home/apt,Brady,June 06 2019,Brooklyn
1365,1046443,200,"Queens, Ditmars Steinway","Beautiful & spacious apartment in Astoria, Queens",private room,Chris,June 30 2019,Queens
1366,1048190,139,"Brooklyn, Bedford-Stuyvesant",Huge Sunny Loft w Patio + Charm,entire home/apt,Elise,May 20 2019,Brooklyn
1367,1051575,95,"Manhattan, Harlem",Quiet and Comfort Near Columbia University,private room,Lisa,May 26 2019,Manhattan
1368,1054201,120,"Manhattan, East Harlem",One Bedroom Townhouse Apartment,entire home/apt,L.A.,June 10 2019,Manhattan
1369,1055029,42,"Manhattan, Inwood",Washington Heights/Inwood apartment,private room,Emilie,July 07 2019,Manhattan
1370,1056119,116,"Brooklyn, Williamsburg",Cozy Private Space in Williamsburg Townhome,entire home/apt,Clyde,July 02 2019,Brooklyn
1371,1056185,60,"Brooklyn, East Flatbush",Sunny+Cozy Double bedroom in BKLYN!,private room,Chris And Zach,July 05 2019,Brooklyn
1372,1056256,1395,"Brooklyn, Carroll Gardens",Beautiful eco triplex w/green roof. Free yoga/spa.,entire home/apt,Loretta,June 02 2019,Brooklyn
1373,1056445,425,"Manhattan, Upper East Side",Upscale Designer Studio-Heart of Manhattan,entire home/apt,Marina,June 06 2019,Manhattan
1374,1056804,225,"Brooklyn, Boerum Hill",Spacious Modern & Comfy 2BR in BK Brownstone,entire home/apt,Noreen,April 14 2019,Brooklyn
1375,1059891,150,"Manhattan, Midtown","“L l,x w w.     XThank &mftkn.  .",private room,Anthony,May 31 2019,Manhattan
1376,1060019,199,"Manhattan, Upper East Side","Modern Duplex 1 bdrm , 1.5 Baths + terrace!",entire home/apt,Mark,June 17 2019,Manhattan
1377,1063020,110,"Manhattan, East Harlem",Private Brownstone,entire home/apt,Amy,May 31 2019,Manhattan
1378,1063554,60,"Brooklyn, Bushwick",bedroom in big sunny loft (& Roof!),private room,Aurora,June 23 2019,Brooklyn
1379,1066769,120,"Manhattan, Lower East Side","Clean Room, Central Location in Manhattan",private room,Tim,June 24 2019,Manhattan
1380,1068505,60,"Brooklyn, Crown Heights",Relaxing and Roomy in Crown Heights,private room,Rachael,June 30 2019,Brooklyn
1381,1069266,145,"Manhattan, Midtown",Stay like a real New Yorker!,entire home/apt,Michael,June 09 2019,Manhattan
1382,1070458,100,"Manhattan, SoHo",Room in a cozy loft,private room,Swetha,May 06 2019,Manhattan
1383,1072212,50,"Manhattan, Harlem",Relaxed in New York,private room,Eo,June 09 2019,Manhattan
1384,1072481,70,"Manhattan, Chelsea",Bedroom for two in Chelsea,private room,Michael,June 19 2019,Manhattan
1385,1073635,175,"Brooklyn, Carroll Gardens",Cozy Carroll Gardens Brownstone Apt,entire home/apt,Emma,June 22 2019,Brooklyn
1386,1073780,149,"Brooklyn, Crown Heights",Sunny Clinton Hill Apt w/Patio,entire home/apt,Alex,April 29 2019,Brooklyn
1387,1073832,125,"Brooklyn, Red Hook",Designer Studio Apt in Red Hook,entire home/apt,Orren,June 26 2019,Brooklyn
1388,1074155,58,"Manhattan, East Harlem","Big 1st Meal, Kind Host, Ace Space",private room,Nancy,July 01 2019,Manhattan
1389,1077176,131,"Manhattan, Gramercy",Beautiful Gramercy duplex loft with terrace,entire home/apt,Shayne,May 18 2019,Manhattan
1390,1077179,250,"Manhattan, Gramercy",Large luxury 1 bedroom loft in Gramercy,entire home/apt,Shayne,January 31 2019,Manhattan
1391,1077375,70,"Queens, Astoria",Private RM 15min from the Manhattan,private room,Edward,June 23 2019,Queens
1392,1079675,149,"Manhattan, Nolita","Clean, Complete and Cool",entire home/apt,Michael,June 01 2019,Manhattan
1393,1080543,109,"Brooklyn, Sunset Park",Sunny Sunset Park Artist Loft,entire home/apt,Doug,June 24 2019,Brooklyn
1394,1080766,185,"Manhattan, Theater District",Summer Special Price Times Square,private room,Maja & Pierre,June 27 2019,Manhattan
1395,1083888,80,"Brooklyn, Bedford-Stuyvesant","Verna's Brownstone  (no stove, no gatherings)",private room,Verna,March 08 2019,Brooklyn
1396,1087215,300,"Manhattan, Chelsea",Stunning Designer Loft in the heart of Chelsea,entire home/apt,George,July 03 2019,Manhattan
1397,1089240,176,"Manhattan, Chelsea",Great Apartment with luxurious bath in NYC/Chelsea,private room,D. Anthony,June 23 2019,Manhattan
1398,1089542,47,"Brooklyn, East Flatbush",Private Cozy Bedroom in Brooklyn,private room,Karen,May 05 2019,Brooklyn
1399,1089619,40,"Manhattan, Washington Heights","Bright, Huge Room in 3 Bedroom Apt.",private room,Gen,June 25 2019,Manhattan
1400,1091582,89,"Brooklyn, South Slope",Two Comfy Rooms in Park Slope,private room,Devi,June 24 2019,Brooklyn
1401,1091840,75,"Manhattan, East Harlem","Private bedroom in Manhattan, NYC",private room,Elisa,May 31 2019,Manhattan
1402,1092760,110,"Brooklyn, Bedford-Stuyvesant",Private Entrance - Backyard Summer Dining - Enjoy,entire home/apt,Michelle,July 03 2019,Brooklyn
1403,1095106,72,"Brooklyn, Greenpoint",Greenpoint - with your own space!,private room,Susan,June 02 2019,Brooklyn
1404,1096511,85,"Manhattan, Harlem",Private Room in Large Apt w/ Gorgeous Park View,private room,Ife,June 25 2019,Manhattan
1405,1098863,125,"Brooklyn, Bushwick",Great Bushwick Studio Apartment,entire home/apt,Wilfredo,July 04 2019,Brooklyn
1406,1100421,195,"Brooklyn, Cobble Hill","Cobble Hill, sunny large 1BR apt",entire home/apt,Lelia,June 01 2019,Brooklyn
1407,1101035,189,"Brooklyn, Boerum Hill",Sunny 1 or 2 BR apt in Boerum Hill,entire home/apt,Judy,June 17 2019,Brooklyn
1408,1101224,182,"Brooklyn, Bedford-Stuyvesant",THE PUTNAM,entire home/apt,Teedo,May 21 2019,Brooklyn
1409,1102858,105,"Brooklyn, Crown Heights",Brownstone Flat on Tree-Lined Block,entire home/apt,Eric,June 30 2019,Brooklyn
1410,1102942,240,"Manhattan, Kips Bay","1BR, 1BTH Duplex W/ LRG OUTD SPACE",entire home/apt,Scooter,June 15 2019,Manhattan
1411,1102963,185,"Brooklyn, Bushwick",The Bushwick 3BR 2BA 20 mins to NYC,entire home/apt,Ingrid,June 13 2019,Brooklyn
1412,1105845,160,"Manhattan, Chelsea",Convenient Location! 1 BR on 1Floor,entire home/apt,Yuko,January 01 2019,Manhattan
1413,1106284,250,"Manhattan, Gramercy",Modern Loft Space on Gramercy Park,entire home/apt,James,June 30 2019,Manhattan
1414,1107092,650,"Manhattan, Kips Bay",Brand new 2BD Apt in Gramercy,entire home/apt,Victoria,June 29 2019,Manhattan
1415,1107976,35,"Queens, Sunnyside",Manhattan & Time Square in 30 minutes. Back room.,private room,Devika,July 05 2019,Queens
1416,1110195,80,"Brooklyn, Bedford-Stuyvesant",Chic Brooklyn Apt.- Private Room,private room,Gee,June 29 2019,Brooklyn
1417,1110484,175,"Brooklyn, Williamsburg","Forget NYC, Stay in Williamsburg! Best 1 BR Apt",entire home/apt,Greg,May 10 2019,Brooklyn
1418,1112070,95,"Brooklyn, Crown Heights",Private Room & Bath in Brooklyn!,private room,Autumn,June 30 2019,Brooklyn
1419,1112407,158,"Manhattan, Harlem",Harlem Short Term Stay,entire home/apt,George,June 23 2019,Manhattan
1420,1112484,85,"Manhattan, Chinatown",Beautiful duplex on Bowery,private room,Loli,July 07 2019,Manhattan
1421,1114409,150,"Brooklyn, Fort Greene",2BR spacious luminous brownstone,entire home/apt,Marta,June 02 2019,Brooklyn
1422,1114493,70,"Brooklyn, Fort Greene",Quiet room with desk in 2BR spacious brownstone,private room,Marta,June 22 2019,Brooklyn
1423,1114788,73,"Queens, Ditmars Steinway",Astoria Heights Gorgeous Guest Bedroom,private room,William,March 31 2019,Queens
1424,1117516,95,"Brooklyn, Bedford-Stuyvesant",Beautiful new one bedroom apartment,entire home/apt,Trevor,June 19 2019,Brooklyn
1425,1118031,89,"Manhattan, Nolita",Private room in Prime Soho/Nolita location,private room,Sky,July 01 2019,Manhattan
1426,1121448,50,"Brooklyn, Greenpoint",1 rm @ 3BR loft williamsburg room 2,private room,Joseph,April 24 2019,Brooklyn
1427,1121497,75,"Brooklyn, Williamsburg",Spacious E Williamsburg with Yard!!,private room,Todd,June 07 2019,Brooklyn
1428,1121502,60,"Brooklyn, Bedford-Stuyvesant",ART HOUSE VAULT,private room,@ Art House Monique,May 24 2019,Brooklyn
1429,1123737,45,"Manhattan, Washington Heights","Leelas Bright, Cosy, and furnushed room.",private room,Gen,June 23 2019,Manhattan
1430,1124012,125,"Manhattan, East Village",FOODIE HAVEN -ENJOY THE REAL NYC :),private room,Meredith,June 11 2019,Manhattan
1431,1124329,140,"Manhattan, Lower East Side",1 bedroom Apt 1 minute from the subway!,entire home/apt,Izz,June 30 2019,Manhattan
1432,1127140,47,"Manhattan, Harlem",Manhattan NYC - The Blue Room,private room,Craig,June 15 2019,Manhattan
1433,1128681,115,"Manhattan, Lower East Side",Sunny Room in Lower East Side Apt!,private room,Cheryl,June 29 2019,Manhattan
1434,1129483,199,"Manhattan, East Village",Unique 1BR in energetic E. Village,entire home/apt,Brian,June 15 2019,Manhattan
1435,1130138,110,"Manhattan, Harlem",West Harlem Clean Park 1 Bedroom,entire home/apt,Marianna,June 30 2019,Manhattan
1436,1130680,100,"Brooklyn, Bushwick",It's all about Bushwick BROOKLYN,entire home/apt,Madison,July 05 2019,Brooklyn
1437,1130855,90,"Brooklyn, Prospect Heights",Brooklyn: Close-In With Character,private room,Matt,May 12 2019,Brooklyn
1438,1131422,40,"Brooklyn, Bedford-Stuyvesant",ART HOUSE BIGGIE SMALL,private room,@ Art House Monique,June 17 2019,Brooklyn
1439,1131804,133,"Manhattan, Harlem",Elegant 2BR in Manhattan 15 mins to Midtown,entire home/apt,Timothy,May 02 2019,Manhattan
1440,1133296,175,"Manhattan, Chelsea",Entire home/apt in Chelsea New York,entire home/apt,Raquel,June 24 2019,Manhattan
1441,1134365,200,"Brooklyn, Red Hook",Private Garden Apt. with outdoor space in Red Hook,entire home/apt,Jeffrey,April 21 2019,Brooklyn
1442,1137093,300,"Brooklyn, Williamsburg",Triplex Penthouse in New York,entire home/apt,Paresh,June 15 2019,Brooklyn
1443,1137587,189,"Brooklyn, Prospect Heights",Plum Guide Award-Winning Prospect Heights Oasis,entire home/apt,Jenny,June 10 2019,Brooklyn
1444,1139851,90,"Manhattan, Chelsea",The Perfect Large Chelsea Studio,entire home/apt,Stuart,February 19 2019,Manhattan
1445,1141120,140,"Brooklyn, Williamsburg",Beautiful stylish one bedroom home with balcony.,entire home/apt,Elon,June 15 2019,Brooklyn
1446,1142034,115,"Manhattan, Midtown",Large Flatiron 2 bedroom,entire home/apt,Samuel,June 03 2019,Manhattan
1447,1144861,190,"Brooklyn, Cobble Hill",Stylish Arty Brooklyn Appartment #4,entire home/apt,Lucien,July 01 2019,Brooklyn
1448,1145134,99,"Brooklyn, Greenpoint",Lovely garden bedroom in Greenpoint,private room,Summer,May 28 2019,Brooklyn
1449,1145337,109,"Manhattan, East Village",Spacious Private Room -East Village,private room,Jc,June 08 2019,Manhattan
1450,1146534,64,"Manhattan, West Village",furnished br in 2 br share in WV,private room,Stephen,April 10 2019,Manhattan
1451,1148144,47,"Manhattan, East Harlem",Private Room (Long room) in Manhattan NYC,private room,Sergio,June 01 2019,Manhattan
1452,1148279,60,"Brooklyn, Bedford-Stuyvesant",Family Owned & Operated Brownstone,private room,Yoki,January 01 2019,Brooklyn
1453,1148978,48,"Manhattan, Washington Heights",1 BR 1/2 block to A/B/C/D trains,private room,Marcelo,May 17 2019,Manhattan
1454,1150382,100,"Manhattan, East Harlem",Fab 1 Bedroom Apartment!,entire home/apt,Suzanne,July 07 2019,Manhattan
1455,1150398,105,"Brooklyn, Park Slope",Bright room in Brooklyn,private room,Alex,June 30 2019,Brooklyn
1456,1150594,129,"Manhattan, East Village",HEART OF EAST VILLAGE! Quiet apt in middle of NYC!,entire home/apt,Mickey,January 13 2019,Manhattan
1457,1151209,139,"Brooklyn, Greenpoint",Large Sunny 1BR - Entire 2nd Floor,entire home/apt,Lisa,June 19 2019,Brooklyn
1458,1151343,94,"Manhattan, Harlem",Large  room in 2/1 on park w/2day discounts,private room,Alex,July 05 2019,Manhattan
1459,1155475,499,"Brooklyn, Fort Greene","Big, glamorous, 4BR, 3-story house",entire home/apt,Jon,June 25 2019,Brooklyn
1460,1155885,79,"Brooklyn, Bedford-Stuyvesant",Fresh and modern 1BR in Bed-Stuy,entire home/apt,Shaila & Alex,June 21 2019,Brooklyn
1461,1156440,200,"Manhattan, East Village",Trendy East Village 1 Bedroom - NYC,entire home/apt,Derek,June 10 2019,Manhattan
1462,1156499,152,"Brooklyn, Greenpoint",MODERN/ SUBWAY/TERRACE/LOFT/ LARGE MASTER BEDROOM,private room,LiVi,January 02 2019,Brooklyn
1463,1157522,212,"Brooklyn, Williamsburg",North Williamsburg whole apt - Off the BEDFORD L,entire home/apt,Liza,June 15 2019,Brooklyn
1464,1164111,89,"Manhattan, East Harlem",COMFORTABLE NYC RETREAT & Breakfast,private room,LaNola,June 23 2019,Manhattan
1465,1166616,80,"Manhattan, Washington Heights",Gorgeous Large Sunny Room - Upper Manhattan,private room,Celine,June 22 2019,Manhattan
1466,1167658,55,"Brooklyn, Greenpoint",Cozy Greenpoint Accommodation,private room,Patricia,June 09 2019,Brooklyn
1467,1171566,100,"Manhattan, Nolita",Nolita: 1BR with private bathroom,private room,Pierre,April 30 2019,Manhattan
1468,1171674,225,"Manhattan, Greenwich Village",Great One-Bed in the West Village,entire home/apt,Jon,June 22 2019,Manhattan
1469,1173994,200,"Brooklyn, Bedford-Stuyvesant",Steps to Subway! Entire apt! 20 min to Manhattan!,entire home/apt,Ana,July 01 2019,Brooklyn
1470,1175400,117,"Brooklyn, Williamsburg",LARGE light filled loft/apt! PRIME Williamsburg.✨,private room,Heather And John,May 28 2019,Brooklyn
1471,1177971,80,"Manhattan, Midtown",Amazing View from Contemporary Loft,shared room,Chris,May 04 2019,Manhattan
1472,1178231,99,"Brooklyn, Canarsie","Private, Cozy hideaway apt in Bklyn for 1 to 3 .",entire home/apt,Sharon,June 23 2019,Brooklyn
1473,1180296,125,"Manhattan, Harlem",Comfortable Central Park North Rm,private room,Clotaire,June 29 2019,Manhattan
1474,1180537,130,"Manhattan, Lower East Side","spacious, tranquil east village apt",entire home/apt,Parker (& Juan),April 06 2019,Manhattan
